index,alpha_id,status,queue_status,check_passed,check_note,expression,profile,sharpe,fitness,turnover,returns,drawdown,metric_gate_pass,platform_non_self_pass,self_correlation_status,submission_candidate,platform_pass_evidence,platform_gate_reason,pass_proxy_reason,blocked_reason,simulation_id,failure_reasons
493,2r7w9kLb,unsubmitted,not_queued:checks_not_passed_missing_core_metrics,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_ebitda_value, 126)/cap,industry)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3),-1)",near_pass_variant:d8_market,1.84,1.79,0.084,0.1178,0.0751,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.79/1.0; LOW_TURNOVER:PASS:0.084/0.01; HIGH_TURNOVER:PASS:0.084/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.18/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.79 > 1.0; Turnover 8.40% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,1hYQ0g1w25k1clzfAwp9Dai,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.79/1.0; LOW_TURNOVER:PASS:0.084/0.01; HIGH_TURNOVER:PASS:0.084/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.18/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
8.40%
Fitness
1.79
Returns
11.78%
Drawdown
7.51%
Margin
0.00‱"
494,wpLxvaa5,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 2)))*0.20)*rank(ts_mean(volume, 63)/adv20)",,1.84,1.76,0.1087,0.1147,0.0515,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.76/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.19/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.76 > 1.0; Turnover 10.87% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.76/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.19/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
10.87%
Fitness
1.76
Returns
11.47%
Drawdown
5.15%
Margin
0.00‱"
495,1YorqnXz,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(anl4_fs_actual_1qf_v4_nd_ebitda_value, 126)/cap, subindustry)-0.5)*0.8+(-rank(ts_delta(close, 63)))*0.2",,1.84,1.63,0.0478,0.0985,0.044,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.63/1.0; LOW_TURNOVER:PASS:0.0478/0.01; HIGH_TURNOVER:PASS:0.0478/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.18/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.63 > 1.0; Turnover 4.78% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.63/1.0; LOW_TURNOVER:PASS:0.0478/0.01; HIGH_TURNOVER:PASS:0.0478/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.18/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
4.78%
Fitness
1.63
Returns
9.85%
Drawdown
4.40%
Margin
0.00‱"
496,E5qKp3nL,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, sector)-0.5)+(-rank(ts_delta(close, 2)))*0.30",,1.84,1.61,0.0599,0.096,0.0463,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.61/1.0; LOW_TURNOVER:PASS:0.0599/0.01; HIGH_TURNOVER:PASS:0.0599/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.11/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.61 > 1.0; Turnover 5.99% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.61/1.0; LOW_TURNOVER:PASS:0.0599/0.01; HIGH_TURNOVER:PASS:0.0599/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.11/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
5.99%
Fitness
1.61
Returns
9.60%
Drawdown
4.63%
Margin
0.00‱"
497,d5QLKn7J,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",near_pass_variant:d6_market,1.84,1.6,0.1087,0.095,0.0739,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.60 > 1.0; Turnover 10.87% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,3VtHwN3Aj4LY9P8rSjTzKfP,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
10.87%
Fitness
1.60
Returns
9.50%
Drawdown
7.39%
Margin
0.00‱"
498,QPQX0OqK,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3),-1)",near_pass_variant:primary,1.84,1.6,0.1442,0.1084,0.0587,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1442/0.01; HIGH_TURNOVER:PASS:0.1442/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.46/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.60 > 1.0; Turnover 14.42% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,2xgjv445S5dccG7sOLanqnZ,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1442/0.01; HIGH_TURNOVER:PASS:0.1442/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.46/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
14.42%
Fitness
1.60
Returns
10.84%
Drawdown
5.87%
Margin
0.00‱"
499,XgK6azWm,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(anl4_fs_detail_estimate_1qf_v4_nd_ebitda_number,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 252)-0.5)*0.3),-1)",near_pass_variant:primary,1.84,1.6,0.1434,0.1085,0.057,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1434/0.01; HIGH_TURNOVER:PASS:0.1434/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.47/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.60 > 1.0; Turnover 14.34% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,EkHLAoM52zaso6FxL1ql4,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1434/0.01; HIGH_TURNOVER:PASS:0.1434/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.47/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
14.34%
Fitness
1.60
Returns
10.85%
Drawdown
5.70%
Margin
0.00‱"
500,P01XYN7x,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(assets, 252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3",near_pass_variant:d6_market,1.84,1.6,0.1103,0.094,0.0721,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1103/0.01; HIGH_TURNOVER:PASS:0.1103/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.60 > 1.0; Turnover 11.03% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,4glEhleE150eaLhbp1iJolG,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1103/0.01; HIGH_TURNOVER:PASS:0.1103/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
11.03%
Fitness
1.60
Returns
9.40%
Drawdown
7.21%
Margin
0.00‱"
501,d5xAJjbg,unsubmitted,poll_only:not_checked,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 63)-0.5)*0.3",near_pass_variant:d6_market,1.84,1.6,0.1103,0.094,0.0721,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1103/0.01; HIGH_TURNOVER:PASS:0.1103/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.60 > 1.0; Turnover 11.03% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,40mgEZOo4qx9XKLBL0BRUn,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1103/0.01; HIGH_TURNOVER:PASS:0.1103/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
11.03%
Fitness
1.60
Returns
9.40%
Drawdown
7.21%
Margin
0.00‱"
502,O0pa1EeR,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"trade_when(rank(ts_mean(volume,63)/adv20),((group_rank(ts_delta(assets,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close, 126)-0.5)*0.3),-1)",near_pass_variant:d6_market,1.84,1.6,0.1087,0.095,0.0739,True,True,PENDING,True,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.60 > 1.0; Turnover 10.87% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,25WsLa4se4qscER1cV5gl57T,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.6/1.0; LOW_TURNOVER:PASS:0.1087/0.01; HIGH_TURNOVER:PASS:0.1087/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.28/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.84
Turnover
10.87%
Fitness
1.60
Returns
9.50%
Drawdown
7.39%
Margin
0.00‱"
503,58Lvlwa1,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 21)))*0.25",,1.84,1.5,0.0398,0.0832,0.0371,True,,PENDING,,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.5/1.0; LOW_TURNOVER:PASS:0.0398/0.01; HIGH_TURNOVER:PASS:0.0398/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.65/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.50 > 1.0; Turnover 3.98% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.65 is below cutoff of 0.80.

Aggregate Data:
Sharpe
1.84
Turnover
3.98%
Fitness
1.50
Returns
8.32%
Drawdown
3.71%
Margin
0.00‱"
504,vR5mjm2z,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 21)))*0.25",,1.84,1.5,0.0367,0.0831,0.0372,True,,PENDING,,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.5/1.0; LOW_TURNOVER:PASS:0.0367/0.01; HIGH_TURNOVER:PASS:0.0367/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.65/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.50 > 1.0; Turnover 3.67% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.65 is below cutoff of 0.80.

Aggregate Data:
Sharpe
1.84
Turnover
3.67%
Fitness
1.50
Returns
8.31%
Drawdown
3.72%
Margin
0.00‱"
505,npnW2zQl,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.80+(-rank(ts_delta(close, 21)))*0.20",,1.84,1.5,0.0367,0.0831,0.0372,True,,PENDING,,,LOW_SHARPE:PASS:1.84/1.25; LOW_FITNESS:PASS:1.5/1.0; LOW_TURNOVER:PASS:0.0367/0.01; HIGH_TURNOVER:PASS:0.0367/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.65/0.8; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.84 > 1.25; Fitness 1.50 > 1.0; Turnover 3.67% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.65 is below cutoff of 0.80.

Aggregate Data:
Sharpe
1.84
Turnover
3.67%
Fitness
1.50
Returns
8.31%
Drawdown
3.72%
Margin
0.00‱"
